source,relation_type,target,source_name,target_name
2516,paper_cite_paper,4528,Nearest Neighbor Retrieval Using Distance-Based Hashing,Fast approximate similarity search in extremely high-dimensional data sets
2517,paper_cite_paper,3794,Opinion space: a scalable tool for browsing online comments,Think different: increasing online community participation using uniqueness and group dissimilarity
2518,paper_cite_paper,4637,A computational model of the cerebral cortex,Learning Sparse Topographic Representations with Products of Student-t Distributions
2519,paper_cite_paper,4732,Dependency networks for relational data,Avoiding Bias when Aggregating Relational Data with Degree Disparity
2519,paper_cite_paper,124,Dependency networks for relational data,A machine learning approach to building domain-specific search engines
2519,paper_cite_paper,3922,Dependency networks for relational data,Discriminative probabilistic models for relational data
2519,paper_cite_paper,1985,Dependency networks for relational data,Conditional Random Fields: Probabilistic Models for Segmenting and Labeling Sequence Data
2519,paper_cite_paper,1779,Dependency networks for relational data,Learning to extract symbolic knowledge from the World Wide Web
2519,paper_cite_paper,1014,Dependency networks for relational data,Linkage and Autocorrelation Cause Feature Selection Bias in Relational Learning
2519,paper_cite_paper,848,Dependency networks for relational data,Dynamic Probabilistic Relational Models
2521,paper_cite_paper,3769,Unsupervised rank aggregation with distance-based models,Conditional Models on the Ranking Poset
2521,paper_cite_paper,2957,Unsupervised rank aggregation with distance-based models,Cranking: Combining Rankings Using Conditional Probability Models on Permutations
2521,paper_cite_paper,4174,Unsupervised rank aggregation with distance-based models,Supervised rank aggregation
2523,paper_cite_paper,1702,Spectral clustering for multi-type relational data,Cluster ensembles: a knowledge reuse framework for combining partitionings
2523,paper_cite_paper,4414,Spectral clustering for multi-type relational data,Probabilistic latent semantic indexing
2523,paper_cite_paper,166,Spectral clustering for multi-type relational data,Linearized cluster assignment via spectral ordering
2523,paper_cite_paper,1577,Spectral clustering for multi-type relational data,On Spectral Clustering: Analysis and an algorithm
2523,paper_cite_paper,1835,Spectral clustering for multi-type relational data,Probabilistic classification and clustering in relational data
2523,paper_cite_paper,2108,Spectral clustering for multi-type relational data,Learning Spectral Clustering
2523,paper_cite_paper,4316,Spectral clustering for multi-type relational data,A min-max cut algorithm for graph partitioning and data clustering
2523,paper_cite_paper,1681,Spectral clustering for multi-type relational data,ReCoM: reinforcement clustering of multi-type interrelated data objects
2523,paper_cite_paper,945,Spectral clustering for multi-type relational data,Spectral Relaxation for K-means Clustering
2523,paper_cite_paper,2618,Spectral clustering for multi-type relational data,Probabilistic latent semantic analysis
2523,paper_cite_paper,3151,Spectral clustering for multi-type relational data,Latent Class Models for Collaborative Filtering
2524,paper_cite_paper,2747,Term relevance feedback and query expansion: relation to design,A user-centred evaluation of ranking algorithms for interactive query expansion
2526,paper_cite_paper,3191,Boosting for Learning Multiple Classes with Imbalanced Class Distribution,Improved boosting algorithms using confidence-rated predictions
2526,paper_cite_paper,596,Boosting for Learning Multiple Classes with Imbalanced Class Distribution,The Foundations of Cost-Sensitive Learning
2526,paper_cite_paper,4882,Boosting for Learning Multiple Classes with Imbalanced Class Distribution,Evaluating boosting algorithms to classify rare classes: comparison and improvements
2530,paper_cite_paper,280,Learning and inferring image segmentations using the GBP typical cut algorithm,A database of human segmented natural images and its application to evaluating segmentation algorithms and measuring ecological statistics
2530,paper_cite_paper,4566,Learning and inferring image segmentations using the GBP typical cut algorithm,Learning Segmentation by Random Walks
2530,paper_cite_paper,3472,Learning and inferring image segmentations using the GBP typical cut algorithm,Understanding belief propagation and its generalizations
2532,paper_cite_paper,4228,Learning to rank answers on large online QA collections,Structured retrieval for question answering
2532,paper_cite_paper,76,Learning to rank answers on large online QA collections,Convolution Kernels for Natural Language
2532,paper_cite_paper,270,Learning to rank answers on large online QA collections,Exploiting syntactic and shallow semantic kernels for question/answer classification
2532,paper_cite_paper,3001,Learning to rank answers on large online QA collections,Question answering passage retrieval using dependency relations
2533,paper_cite_paper,3041,Decision-tree Induction from Time-series Data Based on a Standard-example Split Test,Learning Comprehensible Descriptions of Multivariate Time Series
2536,paper_cite_paper,228,Topic sentiment mixture: modeling facets and opinions in weblogs,Regularized estimation of mixture models for robust pseudo-relevance feedback
2536,paper_cite_paper,1711,Topic sentiment mixture: modeling facets and opinions in weblogs,Sentiment analyzer: extracting sentiments about a given topic using natural language processing techniques
2536,paper_cite_paper,233,Topic sentiment mixture: modeling facets and opinions in weblogs,Pachinko allocation: DAG-structured mixture models of topic correlations
2536,paper_cite_paper,4414,Topic sentiment mixture: modeling facets and opinions in weblogs,Probabilistic latent semantic indexing
2536,paper_cite_paper,491,Topic sentiment mixture: modeling facets and opinions in weblogs,A probabilistic approach to spatiotemporal theme pattern mining on weblogs
2538,paper_cite_paper,2293,Temporal collaborative filtering with adaptive neighbourhoods,Scalable Collaborative Filtering with Jointly Derived Neighborhood Interpolation Weights
2538,paper_cite_paper,2870,Temporal collaborative filtering with adaptive neighbourhoods,An algorithmic framework for performing collaborative filtering
2540,paper_cite_paper,4043,Texture optimization for example-based synthesis,Epitomic analysis of appearance and shape
2540,paper_cite_paper,2606,Texture optimization for example-based synthesis,Using the Triangle Inequality to Accelerate k-Means
2540,paper_cite_paper,42,Texture optimization for example-based synthesis,Graphcut textures: image and video synthesis using graph cuts
2542,paper_cite_paper,411,Image segmentation with a bounding box prior,Geodesic active contours
2542,paper_cite_paper,2335,Image segmentation with a bounding box prior,Interactive graph cuts for optimal boundary & region segmentation of objects in N-D images
2542,paper_cite_paper,181,Image segmentation with a bounding box prior,Efficiently solving dynamic Markov random fields using graph cuts
2543,paper_cite_paper,1634,Better matching with fewer features: The selection of useful features in large database recognition problems,Total Recall: Automatic Query Expansion with a Generative Feature Model for Object Retrieval
2544,paper_cite_paper,2450,Risk Sensitive Particle Filters,Tractable inference for complex stochastic processes
2545,paper_cite_paper,2863,Solving factored MDPs with continuous and discrete variables,Computing factored value functions for policies in structured MDPs
